User-ID,cluster
277793,0
277794,0
277795,0
277797,0
277798,0
277799,0
277800,0
277801,0
277802,0
277803,0
277807,0
277808,0
277809,0
277811,0
277812,0
277813,0
277814,0
277816,0
277817,0
277818,0
277819,0
277820,0
277823,0
277824,0
277825,0
277826,0
277827,0
277828,0
277830,0
277831,0
277832,0
277833,0
277834,0
277835,0
277837,0
277838,0
277840,0
277841,0
277842,0
277843,0
277844,0
277845,0
277847,0
277853,0
277856,0
277862,0
277864,0
277867,0
277872,0
277873,0
277877,0
277879,0
277882,0
277884,0
277888,0
277891,0
277892,0
277894,0
277895,0
277898,0
277901,0
277903,0
277904,0
277908,0
277909,0
277911,0
277913,0
277915,0
277918,0
277919,0
277921,0
277922,0
277923,0
277928,0
277929,0
277930,0
277932,0
277934,0
277937,0
277938,0
277941,0
277945,0
277946,0
277947,0
277953,0
277954,0
277958,0
277959,0
277962,0
277964,0
277965,0
277969,0
277975,0
277978,0
277982,0
277984,0
277987,0
277988,0
277989,0
277992,0
277993,0
277996,0
277997,0
277998,0
278002,0
278004,0
278007,0
278008,0
278009,0
278012,0
278013,0
278014,0
278017,0
278019,0
278020,0
278021,0
278022,0
278023,0
278024,0
278026,0
278030,0
278034,0
278036,0
278043,0
278044,0
278048,0
278054,0
278056,0
278057,0
278058,0
278063,0
278064,0
278065,0
278066,0
278069,0
278070,0
278074,0
278075,0
278079,0
278085,0
278089,0
278092,0
278094,0
278095,0
278096,0
278097,0
278098,0
278100,0
278104,0
278106,0
278107,0
278110,0
278111,0
278112,0
278117,0
278119,0
278120,0
278122,0
278126,0
278130,0
278131,0
278137,0
278139,0
278140,0
278144,0
278148,0
278149,0
278153,0
278155,0
278156,0
278158,0
278159,0
278160,0
278161,0
278162,0
278167,0
278168,0
278172,0
278176,0
278177,0
278181,0
278183,0
278184,0
278185,0
278188,0
278193,0
278194,0
278197,0
278199,0
278200,0
278202,0
278203,0
278204,0
278206,0
278207,0
278209,0
278212,0
278213,0
278215,0
278216,0
278218,0
278220,0
278221,0
278224,0
278227,0
278229,0
278235,0
278237,0
278238,0
278242,0
278243,0
278244,0
278245,0
278246,0
278248,0
278249,0
278250,0
278251,0
278253,0
278254,0
278255,0
278257,0
278259,0
278260,0
278263,0
278264,0
278270,0
278274,0
278279,0
278280,0
278297,0
278300,0
278302,0
278307,0
278310,0
278311,0
278313,0
278314,0
278316,0
278319,0
278325,0
278328,0
278330,0
278332,0
278333,0
278334,0
278336,0
278342,0
278345,0
278346,0
278350,0
278355,0
278356,0
278357,0
278358,0
278361,0
278364,0
278365,0
278368,0
278373,0
278376,0
278377,0
278378,0
278388,0
278389,0
278390,0
278394,0
278396,0
278398,0
278400,0
278401,0
278407,0
278409,0
278411,0
278413,0
278418,1
278419,0
278422,0
278423,0
278425,0
278430,0
278431,0
278432,0
278435,0
278439,0
278444,0
278446,0
278449,0
278450,0
278452,0
278458,0
278459,0
278461,0
278462,0
278465,0
278466,0
278469,0
278474,0
278475,0
278479,0
278483,0
278487,0
278488,0
278490,0
278491,0
278492,0
278500,0
278501,0
278503,0
278506,0
278510,0
278512,0
278514,0
278515,0
278520,0
278522,0
278524,0
278525,0
278528,0
278529,0
278531,0
278533,0
278534,0
278535,0
278536,0
278537,0
278538,0
278539,0
278540,0
278541,0
278542,0
278543,0
278545,0
278550,0
278551,0
278552,0
278554,0
278556,0
278559,0
278561,0
278563,0
278565,0
278568,0
278569,0
278571,0
278573,0
278582,0
278586,0
278588,0
278597,0
278601,0
278606,0
278608,0
278610,0
278615,0
278618,0
278620,0
278621,0
278629,0
278633,0
278634,0
278636,0
278637,0
278641,0
278644,0
278645,0
278648,0
278650,0
278652,0
278653,0
278659,0
278663,0
278665,0
278668,0
278669,0
278670,0
278671,0
278672,0
278675,0
278681,0
278683,0
278688,0
278691,0
278692,0
278694,0
278698,0
278710,0
278713,0
278714,0
278715,0
278720,0
278721,0
278723,0
278724,0
278729,0
278731,0
278732,0
278740,0
278747,0
278750,0
278752,0
278755,0
278759,0
278760,0
278764,0
278766,0
278767,0
278769,0
278771,0
278772,0
278773,0
278774,0
278777,0
278778,0
278781,0
278782,0
278784,0
278786,0
278788,0
278789,0
278795,0
278796,0
278798,0
278799,0
278800,0
278806,0
278807,0
278813,0
278815,0
278818,0
278819,0
278820,0
278823,0
278824,0
278825,0
278828,0
278831,0
278832,0
278836,0
278838,0
278843,0
278844,0
278846,0
278849,0
278851,0
278852,0
278854,0
2,0
7,0
8,0
9,0
10,0
12,0
14,0
16,0
17,0
19,0
20,0
22,0
23,0
26,0
32,0
36,0
38,0
39,0
42,0
44,0
51,0
53,0
56,0
64,0
67,0
68,0
69,0
70,0
73,0
75,0
77,0
78,0
79,0
81,0
82,0
83,0
85,0
86,0
87,0
88,0
91,0
92,0
95,0
97,0
99,0
100,0
102,0
107,0
109,0
110,0
114,0
125,0
129,0
132,0
133,0
135,0
137,0
139,0
141,0
144,0
151,0
160,0
162,0
165,0
169,0
176,0
178,0
182,0
183,0
185,0
190,0
193,0
199,0
202,0
204,0
207,0
212,0
215,0
217,0
221,0
224,0
226,0
228,0
230,0
232,0
233,0
236,0
237,0
241,0
242,0
243,0
244,0
247,0
249,0
250,0
254,0
256,0
257,0
269,0
272,0
273,0
278,0
280,0
289,0
291,0
300,0
302,0
306,0
310,0
311,0
313,0
316,0
323,0
326,0
327,0
332,0
334,0
337,0
338,0
339,0
343,0
345,0
356,0
357,0
359,0
361,0
362,0
364,0
367,0
369,0
372,0
376,0
382,0
383,0
384,0
387,0
388,0
392,0
393,0
400,0
406,0
408,0
413,0
422,0
424,0
430,0
431,0
432,0
433,0
435,0
438,0
439,0
440,0
441,0
444,0
446,0
447,0
453,0
460,0
463,0
469,0
472,0
475,0
476,0
479,0
483,0
486,0
487,0
489,0
493,0
494,0
496,0
499,0
500,0
501,0
503,0
505,0
507,0
508,0
512,0
513,0
516,0
518,0
523,0
530,0
537,0
538,0
542,0
546,0
547,0
552,0
558,0
559,0
564,0
565,0
566,0
567,0
569,0
585,0
592,0
595,0
596,0
602,0
614,0
618,0
619,0
620,0
621,0
623,0
625,0
626,0
628,0
634,0
638,0
639,0
640,0
641,0
643,0
645,0
649,0
650,0
651,0
657,0
660,0
677,0
678,0
683,0
685,0
695,0
698,0
701,0
705,0
707,0
708,0
709,0
711,0
712,0
713,0
714,0
717,0
720,0
724,0
726,0
728,0
730,0
735,0
736,0
737,0
739,0
741,0
743,0
744,0
746,0
753,0
756,0
757,0
758,0
759,0
763,0
765,0
767,0
769,0
771,0
774,0
776,0
777,0
778,0
780,0
782,0
785,0
786,0
790,0
791,0
795,0
799,0
805,0
809,0
811,0
818,0
819,0
822,0
824,0
827,0
828,0
834,0
835,0
843,0
848,0
849,0
850,0
853,0
861,0
876,0
878,0
882,0
883,0
885,0
886,0
887,0
895,0
896,0
899,0
900,0
901,0
902,0
903,0
913,0
914,0
915,0
916,0
919,0
921,0
924,0
929,0
932,0
933,0
936,0
937,0
938,0
941,0
944,0
945,0
951,0
955,0
965,0
967,0
969,0
970,0
973,0
974,0
981,0
984,0
986,0
989,0
996,0
998,0
999,0
1000,0
1003,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1016,0
1017,0
1019,0
1021,0
1022,0
1024,0
1025,0
1026,0
1031,0
1032,0
1038,0
1040,0
1043,0
1046,0
1048,0
1054,0
1056,0
1057,0
1060,0
1063,0
1064,0
1069,0
1075,0
1079,0
1082,0
1083,0
1084,0
1087,0
1089,0
1093,0
1094,0
1095,0
1096,0
1098,0
1100,0
1106,0
1108,0
1111,0
1113,0
1116,0
1118,0
1123,0
1124,0
1129,0
1131,0
1132,0
1133,0
1137,0
1138,0
1140,0
1150,0
1155,0
1161,0
1164,0
1166,0
1167,0
1168,0
1169,0
1170,0
1172,0
1174,0
1178,0
1180,0
1184,0
1189,0
1192,0
1193,0
1200,0
1206,0
1210,0
1211,0
1214,0
1219,0
1223,0
1225,0
1231,0
1233,0
1234,0
1235,0
1237,0
1238,0
1242,0
1248,0
1249,0
1250,0
1252,0
1254,0
1256,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1266,0
1267,0
1270,0
1275,0
1279,0
1281,0
1293,0
1294,0
1296,0
1297,0
1300,0
1303,0
1309,0
1314,0
1317,0
1324,0
1325,0
1326,0
1330,0
1331,0
1332,0
1334,0
1343,0
1344,0
1345,0
1348,0
1355,0
1359,0
1360,0
1361,0
1368,0
1369,0
1372,0
1375,0
1376,0
1377,0
1378,0
1389,0
1390,0
1395,0
1396,0
1398,0
1399,0
1403,0
1409,0
1410,0
1412,0
1416,0
1417,0
1421,0
1424,0
1427,0
1433,0
1434,0
1435,0
1436,0
1439,0
1442,0
1448,0
1455,0
1461,0
1466,0
1467,0
1469,0
1473,0
1475,0
1477,0
1484,0
1485,0
1486,0
1487,0
1489,0
1490,0
1491,0
1496,0
1499,0
1500,0
1502,0
1504,0
1505,0
1506,0
1511,0
1513,0
1515,0
1517,0
1519,0
1521,0
1530,0
1533,0
1535,0
1539,0
1541,0
1543,0
1545,0
1546,0
1547,0
1548,0
1550,0
1552,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1564,0
1567,0
1569,0
1570,0
1573,0
1578,0
1582,0
1583,0
1585,0
1586,0
1588,0
1589,0
1591,0
1596,0
1597,0
1599,0
1608,0
1610,0
1615,0
1616,0
1617,0
1618,0
1619,0
1633,0
1639,0
1641,0
1643,0
1646,0
1650,0
1652,0
1653,0
1654,0
1660,0
1661,0
1664,0
1667,0
1672,0
1673,0
1674,0
1676,0
1683,0
1684,0
1687,0
1688,0
1696,0
1703,0
1705,0
1706,0
1718,0
1719,0
1721,0
1723,0
1725,0
1729,0
1730,0
1733,0
1745,0
1750,0
1759,0
1761,0
1762,0
1765,0
1768,0
1770,0
1773,0
1775,0
1781,0
1782,0
1785,0
1790,0
1791,0
1792,0
1793,0
1797,0
1799,0
1802,0
1803,0
1805,0
1807,0
1809,0
1812,0
1813,0
1827,0
1829,0
1830,0
1835,0
1838,0
1841,0
1844,0
1846,0
1848,0
1850,0
1859,0
1861,0
1863,0
1867,0
1869,0
1878,0
1881,0
1888,0
1891,0
1892,0
1898,0
1900,0
1901,0
1903,0
1904,0
1905,0
1910,0
1915,0
1918,0
1921,0
1922,0
1923,0
1924,0
1927,0
1928,0
1930,0
1933,0
1937,0
1938,0
1945,0
1947,0
1948,0
1949,0
1951,0
1954,0
1956,0
1960,0
1961,0
1963,0
1965,0
1966,0
1969,0
1971,0
1973,0
1978,0
1983,0
1984,0
1986,0
1987,0
1989,0
1990,0
1993,0
1995,0
1996,0
2009,0
2010,0
2012,0
2013,0
2018,0
2019,0
2020,0
2024,0
2030,0
2033,0
2035,0
2036,0
2038,0
2041,0
2043,0
2045,0
2046,0
2051,0
2060,0
2061,0
2063,0
2066,0
2070,0
2074,0
2075,0
2076,0
2077,0
2078,0
2082,0
2084,0
2087,0
2089,0
2090,0
2097,0
2099,0
2103,0
2104,0
2105,0
2106,0
2108,0
2109,0
2110,0
2115,0
2116,0
2119,0
2127,0
2129,0
2130,0
2132,0
2134,0
2135,0
2136,0
2138,0
2139,0
2141,0
2147,0
2148,0
2150,0
2152,0
2155,0
2158,0
2160,0
2163,0
2169,0
2170,0
2172,0
2178,0
2179,0
2181,0
2183,0
2189,0
2190,0
2196,0
2197,0
2198,0
2199,0
2203,0
2204,0
2209,0
2216,0
2218,0
2219,0
2222,0
2223,0
2224,0
2225,0
2226,0
2230,0
2232,0
2238,0
2240,0
2244,0
2250,0
2253,0
2255,0
2266,0
2268,0
2270,0
2271,0
2275,0
2276,0
2281,0
2283,0
2287,0
2288,0
2290,0
2292,0
2295,0
2296,0
2302,0
2305,0
2308,0
2311,0
2312,0
2313,0
2316,0
2324,0
2326,0
2329,0
2330,0
2333,0
2334,0
2335,0
2336,0
2337,0
2339,0
2340,0
2345,0
2349,0
2350,0
2351,0
2352,0
2354,0
2355,0
2357,0
2358,0
2359,0
2363,0
2366,0
2368,0
2369,0
2374,0
2375,0
2376,0
2379,0
2385,0
2386,0
2388,0
2389,0
2395,0
2398,0
2399,0
2403,0
2404,0
2406,0
2411,0
2414,0
2415,0
2416,0
2417,0
2421,0
2425,0
2436,0
2437,0
2439,0
2442,0
2448,0
2451,0
2453,0
2455,0
2457,0
2459,0
2461,0
2462,0
2466,0
2470,0
2473,0
2480,0
2481,0
2482,0
2484,0
2485,0
2488,0
2499,0
2500,0
2501,0
2503,0
2504,0
2506,0
2508,0
2515,0
2517,0
2520,0
2524,0
2525,0
2528,0
2529,0
2531,0
2534,0
2540,0
2542,0
2544,0
2545,0
2546,0
2549,0
2550,0
2552,0
2555,0
2559,0
2562,0
2565,0
2566,0
2567,0
2568,0
2569,0
2574,0
2576,0
2578,0
2579,0
2580,0
2582,0
2583,0
2584,0
2588,0
2589,0
2590,0
2591,0
2592,0
2595,0
2596,0
2597,0
2598,0
2599,0
2605,0
2608,0
2611,0
2613,0
2615,0
2616,0
2617,0
2618,0
2622,0
2630,0
2632,0
2633,0
2634,0
2638,0
2640,0
2643,0
2644,0
2651,0
2653,0
2655,0
2656,0
2658,0
2661,0
2665,0
2668,0
2670,0
2678,0
2679,0
2681,0
2683,0
2685,0
2687,0
2688,0
2690,0
2693,0
2696,0
2700,0
2705,0
2708,0
2711,0
2712,0
2718,0
2719,0
2723,0
2724,0
2728,0
2729,0
2731,0
2734,0
2738,0
2742,0
2744,0
2746,0
2749,0
2759,0
2760,0
2765,0
2766,0
2768,0
2769,0
2770,0
2771,0
2776,0
2781,0
2782,0
2784,0
2789,0
2790,0
2791,0
2793,0
2798,0
2799,0
2803,0
2804,0
2807,0
2808,0
2830,0
2837,0
2844,0
2847,0
2850,0
2853,0
2854,0
2855,0
2859,0
2861,0
2863,0
2864,0
2869,0
2870,0
2871,0
2872,0
2882,0
2883,0
2885,0
2889,0
2891,0
2892,0
2893,0
2896,0
2900,0
2903,0
2906,0
2907,0
2914,0
2932,0
2933,0
2935,0
2936,0
2939,0
2942,0
2943,0
2945,0
2946,0
2948,0
2950,0
2954,0
2957,0
2962,0
2964,0
2966,0
2968,0
2972,0
2973,0
2974,0
2977,0
2979,0
2980,0
2982,0
2983,0
2984,0
2985,0
2991,0
2992,0
2995,0
2996,0
3003,0
3005,0
3009,0
3017,0
3020,0
3023,0
3026,0
3027,0
3030,0
3032,0
3035,0
3039,0
3044,0
3045,0
3046,0
3048,0
3049,0
3052,0
3053,0
3054,0
3060,0
3061,0
3062,0
3063,0
3066,0
3067,0
3071,0
3073,0
3074,0
3077,0
3079,0
3081,0
3087,0
3088,0
3089,0
3093,0
3094,0
3095,0
3096,0
3099,0
3100,0
3101,0
3104,0
3106,0
3111,0
3113,0
3114,0
3133,0
3141,0
3142,0
3145,0
3146,0
3148,0
3150,0
3154,0
3165,0
3166,0
3167,0
3168,0
3172,0
3174,0
3175,0
3177,0
3185,0
3186,0
3189,0
3191,0
3192,0
3193,0
3194,0
3197,0
3200,0
3202,0
3206,0
3209,0
3224,0
3232,0
3236,0
3237,0
3243,0
3247,0
3251,0
3257,0
3260,0
3261,0
3262,0
3266,0
3268,0
3282,0
3283,0
3289,0
3291,0
3293,0
3296,0
3300,0
3302,0
3305,0
3307,0
3310,0
3315,0
3320,0
3321,0
3323,0
3326,0
3328,0
3329,0
3331,0
3332,0
3343,0
3344,0
3346,0
3347,0
3350,0
3351,0
3355,0
3357,0
3362,0
3363,2
3364,0
3368,0
3371,0
3373,0
3374,0
3376,0
3379,0
3385,0
3386,0
3388,0
3391,0
3393,0
3395,0
3396,0
3400,0
3401,0
3402,0
3404,0
3408,0
3416,0
3418,0
3421,0
3422,0
3423,0
3427,0
3432,0
3433,0
3435,0
3437,0
3445,0
3449,0
3452,0
3454,0
3460,0
3462,0
3463,0
3467,0
3471,0
3472,0
3473,0
3477,0
3479,0
3480,0
3481,0
3487,0
3488,0
3492,0
3493,0
3495,0
3496,0
3502,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3512,0
3514,0
3519,0
3521,0
3528,0
3529,0
3532,0
3533,0
3534,0
3537,0
3538,0
3541,0
3542,0
3543,0
3544,0
3546,0
3547,0
3549,0
3550,0
3554,0
3556,0
3564,0
3569,0
3570,0
3571,0
3573,0
3575,0
3578,0
3580,0
3583,0
3586,0
3588,0
3593,0
3594,0
3596,0
3599,0
3601,0
3602,0
3603,0
3604,0
3605,0
3611,0
3613,0
3615,0
3619,0
3622,0
3628,0
3630,0
3632,0
3633,0
3640,0
3641,0
3643,0
3645,0
3647,0
3648,0
3651,0
3652,0
3654,0
3655,0
3656,0
3659,0
3660,0
3665,0
3667,0
3668,0
3669,0
3670,0
3671,0
3673,0
3674,0
3675,0
3677,0
3679,0
3684,0
3686,0
3690,0
3693,0
3694,0
3702,0
3704,0
3709,0
3711,0
3712,0
3713,0
3719,0
3728,0
3731,0
3739,0
3740,0
3743,0
3745,0
3752,0
3756,0
3757,2
3761,0
3762,0
3764,0
3765,0
3767,0
3768,0
3770,0
3771,0
3772,0
3775,0
3776,0
3777,0
3779,0
3780,0
3782,0
3789,0
3791,0
3792,0
3798,0
3799,0
3800,0
3813,0
3814,0
3816,0
3817,0
3821,0
3823,0
3827,0
3829,0
3836,0
3837,0
3838,0
3839,0
3840,0
3842,0
3843,0
3844,0
3852,0
3853,0
3856,0
3857,0
3860,0
3861,0
3862,0
3865,0
3869,0
3871,0
3874,0
3875,0
3876,0
3879,0
3881,0
3884,0
3885,0
3886,0
3888,0
3890,0
3893,0
3894,0
3896,0
3897,0
3902,0
3910,0
3912,0
3915,0
3916,0
3917,0
3918,0
3921,0
3923,0
3926,0
3927,0
3930,0
3931,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3943,0
3944,0
3947,0
3948,0
3950,0
3951,0
3952,0
3953,0
3954,0
3959,0
3960,0
3965,0
3966,0
3975,0
3977,0
3983,0
3985,0
3986,0
3990,0
3991,0
3994,0
3999,0
4000,0
4002,0
4005,0
4008,0
4016,0
4017,0
4018,0
4020,0
4024,0
4028,0
4032,0
4033,0
4035,0
4038,0
4039,0
4041,0
4044,0
4045,0
4049,0
4051,0
4052,0
4053,0
4055,0
4057,0
4059,0
4060,0
4062,0
4066,0
4067,0
4069,0
4070,0
4075,0
4076,0
4077,0
4082,0
4085,0
4089,0
4090,0
4091,0
4092,0
4096,0
4097,0
4098,0
4099,0
4103,0
4107,0
4109,0
4114,0
4118,0
4119,0
4120,0
4122,0
4123,0
4124,0
4127,0
4128,0
4129,0
4130,0
4131,0
4134,0
4137,0
4138,0
4141,0
4143,0
4144,0
4148,0
4149,0
4157,0
4159,0
4164,0
4165,0
4169,0
4170,0
4171,0
4172,0
4173,0
4174,0
4177,0
4179,0
4181,0
4183,0
4185,0
4187,0
4188,0
4189,0
4191,0
4193,0
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4203,0
4207,0
4208,0
4209,0
4215,0
4216,0
4221,0
4223,0
4224,0
4225,0
4226,0
4228,0
4234,0
4241,0
4243,0
4246,0
4248,0
4253,0
4255,0
4258,0
4260,0
4263,0
4270,0
4271,0
4273,0
4274,0
4275,0
4278,0
4279,0
4285,0
4286,0
4292,0
4301,0
4303,0
4306,0
4309,0
4311,0
4317,0
4320,0
4324,0
4328,0
4333,0
4334,0
4339,0
4343,0
4351,0
4352,0
4358,0
4362,0
4363,0
4365,0
4366,0
4369,0
4370,0
4375,0
4376,0
4377,0
4385,0
4386,0
4396,0
4397,0
4398,0
4400,0
4401,0
4402,0
4418,0
4419,0
4420,0
4426,0
4427,0
4428,0
4430,0
4431,0
4432,0
4433,0
4435,0
4437,0
4438,0
4439,0
4443,0
4444,0
4456,0
4475,0
4479,0
4483,0
4489,0
4495,0
4497,0
4501,0
4504,0
4506,0
4508,0
4509,0
4512,0
4514,0
4515,0
4516,0
4517,0
4518,0
4521,0
4524,0
4525,0
4528,0
4535,0
4537,0
4539,0
4540,0
4541,0
4544,0
4545,0
4547,0
4548,0
4551,0
4556,0
4558,0
4561,0
4570,0
4571,0
4573,0
4574,0
4577,0
4579,0
4582,0
4584,0
4590,0
4591,0
4598,0
4599,0
4600,0
4602,0
4608,0
4614,0
4618,0
4619,0
4622,0
4639,0
4640,0
4653,0
4659,0
4665,0
4667,0
4669,0
4673,0
4682,0
4686,0
4694,0
4695,0
4700,0
4702,0
4705,0
4706,0
4708,0
4710,0
4712,0
4714,0
4719,0
4720,0
4723,0
4731,0
4732,0
4733,0
4737,0
4741,0
4747,0
4753,0
4754,0
4760,0
4766,0
4768,0
4769,0
4774,0
4776,0
4779,0
4781,0
4784,0
4785,0
4786,0
4787,0
4794,0
4795,0
4799,0
4801,0
4802,0
4804,0
4806,0
4807,0
4808,0
4809,0
4811,0
4812,0
4813,0
4814,0
4815,0
4816,0
4820,0
4821,0
4823,0
4824,0
4825,0
4830,0
4832,0
4835,0
4838,0
4844,0
4845,0
4847,0
4849,0
4850,0
4852,0
4854,0
4864,0
4865,0
4870,0
4873,0
4874,0
4875,0
4878,0
4879,0
4881,0
4886,0
4887,0
4893,0
4894,0
4895,0
4896,0
4900,0
4903,0
4904,0
4907,0
4909,0
4912,0
4914,0
4916,0
4918,0
4919,0
4921,0
4929,0
4933,0
4937,0
4938,0
4942,0
4944,0
4945,0
4946,0
4947,0
4948,0
4954,0
4958,0
4965,0
4970,0
4972,0
4973,0
4974,0
4976,0
4980,0
4994,0
4995,0
4997,0
4998,0
4999,0
5003,0
5007,0
5011,0
5012,0
5014,0
5017,0
5018,0
5021,0
5022,0
5025,0
5027,0
5030,0
5031,0
5034,0
5037,0
5038,0
5040,0
5048,0
5049,0
5055,0
5060,0
5062,0
5066,0
5073,0
5075,0
5078,0
5079,0
5084,0
5087,0
5091,0
5098,0
5100,0
5101,0
5102,0
5109,0
5117,0
5118,0
5120,0
5124,0
5126,0
5127,0
5130,0
5139,0
5143,0
5146,0
5149,0
5151,0
5153,0
5158,0
5162,0
5163,0
5165,0
5170,0
5173,0
5175,0
5176,0
5183,0
5184,0
5186,0
5194,0
5201,0
5204,0
5206,0
5207,0
5208,0
5209,0
5211,0
5223,0
5224,0
5225,0
5226,0
5231,0
5232,0
5234,0
5239,0
5242,0
5243,0
5249,0
5258,0
5260,0
5264,0
5268,0
5273,0
5275,0
5277,0
5281,0
5285,0
5286,0
5287,0
5289,0
5290,0
5293,0
5294,0
5295,0
5296,0
5297,0
5300,0
5304,0
5309,0
5310,0
5311,0
5316,0
5317,0
5323,0
5325,0
5327,0
5328,0
5331,0
5333,0
5337,0
5346,0
5348,0
5350,0
5351,0
5352,0
5354,0
5355,0
5357,0
5358,0
5359,0
5361,0
5366,0
5367,0
5371,0
5372,0
5375,0
5376,0
5383,0
5385,0
5386,0
5396,0
5400,0
5403,0
5409,0
5410,0
5413,0
5414,0
5416,0
5418,0
5419,0
5424,0
5426,0
5427,0
5429,0
5430,0
5431,0
5439,0
5441,0
5443,0
5444,0
5446,0
5448,0
5451,0
5452,0
5453,0
5458,0
5459,0
5460,0
5462,0
5463,0
5464,0
5465,0
5466,0
5468,0
5469,0
5471,0
5472,0
5474,0
5476,0
5479,0
5483,0
5489,0
5490,0
5492,0
5498,0
5499,0
5501,0
5502,0
5504,0
5505,0
5506,0
5507,0
5513,0
5517,0
5526,0
5531,0
5535,0
5536,0
5537,0
5539,0
5540,0
5543,0
5553,0
5555,0
5559,0
5562,0
5564,0
5576,0
5580,0
5581,0
5582,0
5584,0
5585,0
5587,0
5591,0
5593,0
5595,0
5597,0
5599,0
5600,0
5604,0
5608,0
5609,0
5611,0
5614,0
5615,0
5619,0
5622,0
5623,0
5627,0
5630,0
5634,0
5635,0
5636,0
5638,0
5639,0
5644,0
